"Nombre","Partido","Amazonas","Antioquia","Arauca","Atlántico","Bogotá","Bolívar","Boyacá","Caldas","Caquetá","Casanare","Cauca","Cesar","Chocó","Córdoba","Cundinamarca","Guainía","Guaviare","Huila","La Guajira","Magdalena","Meta","Nariño","Norte de Santander","Putumayo","Quindío","Risaralda","SanAndrés","Santander","Sucre","Tolima","Valle del Cauca","Vaupés","Vichada","Consulados"
"RICARDO CARDONA CASSERES","PDA",5,27,1,60,58,13,6,3,1,1,5,2,0,0,9,0,0,5,4,5,3,2,28,2,1,13,0,11,10,3,18,1,0,2
"SEGUNDO SENEN NIÑO AVENDAÑO","PDA",4,397,9,545,2130,366,3479,59,36,329,76,274,24,397,405,0,2,228,228,137,306,256,734,17,54,41,4,506,156,548,557,0,0,9
"YESID HERNANDO CAMACHO JIMENEZ","PDA",4,325,2,228,469,157,83,26,122,4,12,85,31,110,107,1,1,276,12,108,101,38,88,20,10,155,1,53,71,509,86,0,4,5
"SANDRA MILENA OLIVARES HOMEZ","PDA",4,54,1,12,198,13,12,7,1,0,3,2,0,8,18,0,0,6,2,6,3,7,5,1,3,5,0,5,5,11,31,0,1,7
"AURA DALIA CAICEDO VALENCIA","PDA",3,831,4,149,515,79,24,21,8,10,168,233,21,14,75,0,1,17,63,44,13,163,53,4,15,38,7,39,25,34,721,0,0,12
"CESAR AUGUSTO GONZALEZ GARCIA","PDA",3,18,0,10,90,5,9,6,3,3,3,5,0,1,11,1,0,2,1,9,0,4,7,1,1,8,0,15,2,8,20,1,0,3
"IVAN ALFONSO RODRIGUEZ HERRERA","PDA",3,123,9,75,363,39,22,26,7,4,15,20,2,16,113,3,1,22,6,18,85,13,19,4,13,36,2,651,15,27,112,2,1,5
"JULIO CESAR QUINTERO BATERO","PDA",3,117,4,52,155,31,15,17,12,2,21,9,3,11,43,1,1,10,2,29,21,16,32,1,3,37,0,27,9,16,144,1,2,14
"OLGA STELLA FORERO DE SILVA","PDA",2,409,7,84,914,65,153,96,10,8,31,25,6,37,151,2,1,31,23,30,63,45,133,6,19,35,2,62,32,148,517,1,5,16
"ALVARO PATIÑO SANCHEZ","PDA",2,271,11,72,1498,34,27,26,18,10,31,31,15,22,182,0,1,65,5,28,22,29,51,5,27,37,1,229,15,43,515,2,1,15
"CARLOS ALFREDO CROSTHWAITE FERRO","PDA",2,99,2,28,250,30,10,87,8,3,13,11,0,6,42,0,0,13,3,13,12,25,13,2,11,3079,0,66,5,17,87,0,0,14
"GLORIA ELENA QUICENO ACEVEDO","PDA",2,231,10,343,559,92,39,63,13,23,18,40,11,40,104,1,1,17,19,81,28,161,67,4,15,50,2,161,71,100,210,0,3,4
"ALONSO OROZCO GOMEZ","PDA",2,47,1,12,226,6,8,27,7361,4,31,0,2,1,33,0,0,138,0,8,16,6,8,4,10,6,0,14,1,80,65,5,0,6
"CARLOS JAIME PIEDRAHITA CARDONA","PDA",2,38,2,6,68,25,2,0,24,0,2,4,0,1,1,0,0,4,0,2,2,4,3,2,4,12,0,7,2,13,17,3,0,10
"JOSE FREDDY MOSQUERA YEPEZ","PDA",2,40,3,14,92,167,1,7,2,0,5,5,2,9,19,0,0,3,3,11,4,4,3,1,6,13,4,14,13,1134,21,0,0,2
"EFREN HERNAN POVEDA","PDA",2,114,3,33,610,25,26,12,7,1,8,6,4,26,68,0,0,16,8,18,11,15,12,5,8,14,0,36,19,166,63,0,2,5
"MAX ORLANDO GALEANO GASCA","PDA",2,62,3,24,244,15,21,10,1,3,13,9,3,12,39,0,0,9,3,32,4,154,5,7,6,9,1,18,140,16,72,0,0,6
"CLARA INES FORERO SANTANA","PDA",2,27,0,11,103,8,3,4,2,0,5,3,0,2,14,0,0,2,2,9,4,8,3,1,25,10,1,10,4,25,28,0,0,1
"ELIZABETH CORTES SUAREZ","PDA",2,28,0,19,227,8,3,4,3,2,8,2,2,5,14,0,0,2,0,11,7,2,1,1,4,5,0,8,1,2,34,0,0,3
"MARIA AURORA REY FIRACATIVE","PDA",2,32,0,9,55,9,7,6,2,1,1,2,0,10,5,0,0,11,1,4,0,6,3,1,2,6,0,6,29,18,15,0,0,0
"JUANITA MARIA PEREZ GUERRERO","PDA",2,146,11,56,299,58,23,128,17,2,16,12,7,9,60,1,1,24,4,35,12,19,15,5,23,52,0,30,13,38,91,0,1,7
"BEATRIZ CARVALLO SUAREZ","PDA",1,307,10,241,1164,230,147,80,13,21,185,105,32,57,252,1,3,210,63,111,59,45,124,8,113,112,19,308,67,121,667,4,2,20
"GERMAN FERNANDEZ CABRERA","PDA",1,218,3,55,754,27,35,30,4,6,6,12,3,177,126,1,2,46,4,7,17,24,7,1,14,49,0,45,13,34,116,0,2,4
"FRANCISCO JAVIER MARRUGO ZAMBRANO","PDA",1,147,6,461,295,1005,15,12,31,3,27,105,1,20,33,0,1,24,4,388,6,178,148,4,7,32,2,29,34,78,185,0,0,4
"AMADO DE JESUS CARUPIA YAGARI","PDA",1,79,1,27,122,19,16,14,27,2,14,6,0,11,20,0,0,8,3,9,5,2,11,1,6,14,0,27,13,9,55,1,0,1
"JOSE ISAURO ROMAN","PDA",1,45,2,29,147,513,29,5,43,0,2,31,1,7,19,0,0,20,2,6,11,4,26,0,4,9,0,94,4,5,37,0,0,2
"MARIA MAGNOLIA SANCHEZ PAREDES","PDA",1,76,6,13,104,13,6,6,6,1,20,2,8,10,20,0,5,29,5,11,13,7,76,0,1,10,1,20,15,22,45,1,0,29
"DOUGLAS SEBASTIAN VELASQUEZ JACOME","PDA",1,120,7,56,308,34,77,32,7,5,17,14,1,12,49,0,1,23,3,32,11,15,19,3,3,25,3,47,14,28,63,2,1,3
"EDUARDO ENRIQUE LLANES SILVERA","PDA",1,120,2,62,281,40,13,27,3,5,23,24,2,14,57,0,0,12,62,814,8,14,44,7,14,24,1,34,7,27,82,0,0,5
"CLAUDINE ROCA NUÑEZ","PDA",1,101,6,38,200,20,56,16,9,2,12,3,0,6,32,0,0,11,3,15,7,9,10,3,11,16,0,18,6,19,53,0,0,2
"MARIELA CORTES TORRES","PDA",1,121,1,18,189,23,69,15,3,3,10,2,2,12,30,0,0,12,2,11,8,9,11,1,1,23,1,23,11,20,56,0,0,6
"LILIA ELVIRA RODRIGUEZ DE OLARTE","PDA",1,63,1,34,280,48,47,10,4,5,8,7,0,6,34,0,0,12,5,24,5,13,8,2,7,7,1,19,16,9,57,0,0,1
"DENIS ENRIQUETA CASADO ACOSTA","PDA",1,40,1,9,69,8,9,3,2,2,2,3,0,6,12,0,0,6,0,3,4,3,5,0,1,4,0,10,8,4,13,0,1,1
"RODOLFO ARANGO RIVADENEIRA","PDA",0,1318,5,104,5119,104,413,263,13,12,97,12,73,26,282,3,5,74,14,117,54,204,75,29,61,238,0,583,61,122,400,0,0,143
"CONSUELO MOURE DE RAMIREZ","PDA",0,106,2,62,347,110,33,10,72,3,112,15,2,9,40,0,1,19,8,13,10,12,13,6,8,47,2,29,8,11,81,2,0,7
"LUZ STELLA RAMIREZ GUEVARA","PDA",0,70,1,43,179,193,6,16,13,4,9,9,1,16,26,18,2,6,7,17,16,15,9,27,118,14,1,20,7,21,66,0,1,0
"VALERIO MAZA ESPINOSA","PDA",0,423,0,31,173,20,32,7,11,0,5,3,5,7,40,0,0,7,1,9,6,10,7,0,7,10,1,37,3,11,307,0,0,2
"JULIO CESAR MANCERA ACOSTA","PDA",0,68,1,23,367,39,21,6,90,3,4,52,0,9,159,1,0,105,70,7,15,7,10,3,25,20,18,23,5,71,48,0,0,8
"ALEXANDRA USECHE CUERVO","PDA",0,57,1,17,157,17,9,19,19,0,4,6,0,2,36,0,2,3,1,6,11,2,5,1,5,5,0,14,0,9,32,0,2,3
"ALBERTO MANUEL GASCON GIRALDO","PDA",0,46,2,503,102,11,21,6,3,1,7,162,2,8,17,0,0,3,50,10,1,8,14,1,1,14,1,55,14,10,26,0,0,1
"FREDY VALENCIA ACOSTA","PDA",0,67,4,108,178,24,26,15,7,1,9,10,0,13,37,0,0,12,0,17,11,15,19,2,5,23,0,21,13,17,50,0,0,7
"ALVARO SARMIENTO DUARTE","PDA",0,92,4,33,187,21,18,8,7,2,8,1,0,16,44,0,0,11,5,21,8,7,162,4,6,21,1,21,11,14,67,1,0,4
"JHON ROBERT GERLEIN BERDUGO","PDA",0,126,3,56,256,33,28,21,7,3,13,10,0,12,58,0,3,18,7,21,9,87,16,1,19,166,2,45,13,92,138,0,0,6
"GILBERTO BARRERA GARCIA","PDA",0,111,6,39,264,27,16,21,3,2,9,13,3,8,45,1,2,12,5,18,18,20,11,6,4,13,1,36,4,22,66,1,0,2
"CARLOS URBANO DIAZ GRANADOS LACOUTURE","PDA",0,133,9,40,266,43,16,15,5,3,14,12,1,5,39,0,0,12,6,136,17,10,13,3,9,19,0,39,10,20,69,0,1,1
"ALVARO JOSE SALOMON CALVANO","PDA",0,109,0,45,251,26,14,16,12,3,12,8,2,9,40,0,0,16,2,58,10,18,12,1,1,21,0,23,9,35,70,0,0,12
"ELIDA MANZANO GARCIA","PDA",0,418,3,67,397,75,43,35,12,4,43,12,11,34,88,1,0,25,12,45,22,76,32,3,6,23,2,49,488,43,576,1,1,4
"ARMANDO ARTURO ALVARADO GUILLEN","PDA",0,97,7,47,300,30,44,14,8,5,10,15,3,10,50,0,1,9,3,13,11,10,7,6,6,11,1,28,9,13,102,0,0,2
"PLINIO HERNANDEZ GAMBA","PDA",0,90,4,22,309,21,3218,6,3,10,5,17,1,2,66,0,1,17,7,8,14,14,11,4,3,11,0,25,6,17,66,0,0,7
"JOSE DEIBY QUINTERO VALENCIA","PDA",0,270,2,16,125,20,21,6,17,0,9,9,2,5,16,0,2,12,2,12,7,6,6,3,4,11,0,16,5,20,37,1,0,6
"INES VASCO MARULANDA","PDA",0,21,1,4,53,4,3,5,2,1,4,0,0,1,14,0,0,2,0,3,3,2,4,1,1,4,0,9,3,6,15,0,0,0
"MARIA HAYDEE BARRERO","PDA",0,28,2,6,75,9,11,8,3,5,2,4,3,1,17,0,0,6,1,5,4,10,1,1,3,7,0,9,5,4,15,0,0,0
"MARIA ORFILIA GONZALEZ AGUILAR","PDA",0,43,1,22,81,9,8,9,2,2,2,3,1,4,14,0,0,3,3,9,4,1,2,2,7,6,0,10,10,3,11,0,0,1
"SOLO LISTA PARTIDO OPCIÓN CIUDADANA","POC",364,1353,71,894,2412,3324,587,461,84,187,415,1350,363,953,1005,415,52,256,270,1816,320,1522,714,51,388,437,45,7463,4534,414,5341,66,257,66
"EDGAR ESPINDOLA NIÑO","POC",95,1532,282,756,4889,577,4480,564,157,605,471,1574,86,248,2061,170,235,551,371,1132,780,650,750,190,1233,356,26,1662,883,1412,3113,9,143,21
"DORIS CLEMENCIA VEGA QUIROZ","POC",59,591,66,465,1385,958,279,465,100,25,590,466,508,1467,3303,63,125,196,54,1369,718,1168,4561,14,518,65,2,25295,92,165,1314,29,116,34
"ANGEL ALIRIO MORENO MATEUS","POC",53,162,42,200,807,169,224,36,12,26,26,170,28,78,205,9,5,25,35,247,40,204,118,11,34,34,7,2098,137,53,461,44,17,15
"JORGE ANTONIO TRUJILLO SARMIENTO","POC",34,80,8,43,1028,41,50,4,2,8,17,52,2,112,100,1,0,45,62,37,34,94,164,6,23,5,1,886,230,20,106,2,3,5
"EDUARDO EMILIO PACHECO CUELLO","POC",27,706,4,74,1870,349,156,289,100,166,185,54,71,212,1085,0,14,5,17,419,274,505,189,299,40,169,13,281,103,124,2587,10,1,14
"ANTONIO JOSE CORREA JIMENEZ","POC",24,1624,9,7846,1442,32335,75,22,26,8,79,741,457,8314,197,17,31,19,871,4206,379,67,224,9,31,23,4,331,22080,116,315,1,4,15
"CARLOS ARTURO QUINTERO MARIN","POC",22,202,2,121,187,155,37,631,1,29,398,77,75,111,87,5,25,38,79,382,33,75,80,7,888,2571,10,419,896,45,11835,4,7,16
"NERTHINK MAURICIO AGUILAR HURTADO","POC",20,490,75,215,1865,1129,6012,59,15,100,52,1648,243,120,476,114,25,59,93,280,394,56,2818,44,45,62,11,82541,308,394,329,12,6,49
"LUIS ALFONSO OLMOS MONTALVO","POC",13,107,0,53,254,179,27,3,0,4,19,18,35,8,146,0,1,6,8,110,2,15,7,0,9,5,0,122,16,11,52,0,0,4
"MARTHA VASQUEZ GARZON","POC",12,33,1,18,55,51,8,11,1,3,7,23,5,19,34,3,1,4,2,54,3,249,4,2,6,11,4,78,413,11,42,2,1,2
"GILBERTO SERPA MENDOZA","POC",9,86,0,78,72,35,39,4,0,2,0,49,4,7,24,2,0,5,3,434,5,35,3,4,7,3,0,85,77,7,44,0,1,1
"PEDRO IMITOLA GRANADOS","POC",9,253,2,16,263,44,17,7,1,5,10,11,4,10,35,1,0,23,12,38,27,10,7,6,10,7,0,45,16,6,51,1,1,11
"VICTOR VELASQUEZ REYES","POC",8,1447,114,178,2613,120,561,85,327,160,119,184,27,219,588,15,115,725,40,475,1879,120,186,54,46,468,83,661,98,322,223,76,30,10
"GUSTAVO ALONSO PAEZ MERCHAN","POC",7,257,9,478,3846,970,208,118,7,49,177,110,9,54,904,1,1,265,150,221,108,77,67,9,28,18,3,469,85,191,960,1,1,5
"TERESITA GARCIA ROMERO","POC",6,186,4,252,354,3708,51,62,2,1,24,53,6,1537,2955,4,2,12,18,2786,31,47,52,0,10,21,1,365,25503,106,618,1,2,17
"HERIBERTO ESCOBAR GONZALEZ","POC",6,231,3,136,719,289,47,28,4,17,470,174,51,241,337,4,0,20,188,209,17,93,22,101,2465,449,0,1013,389,912,16869,2,1,21
"YOLANDA ARBOLEDA SANTOS","POC",6,46,7,13,133,33,7,8,1,7,14,21,24,9,26,1,0,9,2,22,4,18,5,0,1151,13,1,358,23,4,373,0,1,2
"FABIO TORRES NOVOA","POC",4,19,0,13,77,7,23,10,1,2,1,3,1,1,23,1,0,1,0,7,54,7,5,0,11,37,0,27,3,5,27,4,12,4
"HUGO FERNANDO ARCE GUZMAN","POC",4,21,1,14,48,21,12,3,1,0,0,6,14,9,14,1,0,3,1,21,3,20,3,0,4,2,1,57,18,10,15,2,1,1
"ALBA CRISTINA BEDOYA","POC",4,55,1,24,95,22,3,8,0,1,84,8,12,8,21,0,0,7,5,43,2,13,4,0,4,7,0,35,45,2,26,1,1,2
"NESTOR GUSTAVO PEREZ ROCA","POC",3,18,1,40,45,9,1,2,1,1,5,8,2,9,8,0,0,0,1,2,0,7,3,0,3,12,1,124,8,3,21,0,1,1
"ANICETO ALVAREZ HURTADO","POC",3,4,2,7,59,11,8,0,2,0,20,5,1,1,69,1,0,27,7,6,2,6,4,0,20,4,0,34,7,19,130,0,1,11
"JHONNY ROMERO JULIO","POC",2,66,1,60,139,201,18,45,1,6,9,54,4,62,23,2,1,13,98,43,8,19,55,2,7,6,0,133,154,77,156,1,0,1
"LEONARDO JOSE CUERVO CUERVO","POC",2,100,5,114,53,29,4,19,1,0,4,16,12,5,26,2,1,12,4,320,5,296,8,0,11,21,0,141,128,11,325,0,0,12
"MANUEL DIMAS NARANJO GOMEZ","POC",2,1023,0,5,93,140,11,44,5,4,154,8,10,12,21,0,0,6,4,18,5,101,6,8,18,73,2,50,56,140,366,1,0,1
"GLORIA ASCENETH GUZMAN SUAREZ","POC",2,8,0,123,29,9,3,2,0,0,1,5,2,0,17,0,0,0,0,16,3,6,2,0,1,8,0,88,5,1,11,1,2,1
"LEOPOLDO DE LA ROSA ARIZA","POC",2,16,0,7,20,11,0,9,0,1,1,2,0,9,2,1,0,0,8,139,2,36,6,0,4,19,1,18,121,5,27,0,0,0
"MARCELA RAMIREZ ACEVEDO","POC",2,22,1,216,125,51,9,4,0,1,8,54,3,40,37,1,0,4,8,182,4,6,2,0,4,13,2,56,147,7,65,3,1,11
"EFRAIN TORRES PLAZAS","POC",2,18,1,12,70,141,3,3,0,0,1,16,0,8,12,0,0,65,2,47,2,12,2,1,0,5,0,53,49,4,20,2,1,1
"HECTOR ESCUDERO LOPEZ","POC",1,11,0,6,80,7,5,13,0,0,4,7,2,2,10,0,0,2,0,11,5,2,4,0,22,22,0,106,12,3,38,3,2,9
"RICARDO ALFONSO FAJARDO BERNAL","POC",1,17,1,27,57,25,1,9,11,0,2,3,2,0,59,0,0,4,0,4,7,5,2,1,1,4,0,7,6,2,17,0,0,0
"AMPARO DEL PILAR ZULUAGA CARVAJAL","POC",1,21,8,10,83,8,8,2,2,1,9,5,5,11,7,0,1,5,1,47,9,10,26,2,1,7,2,52,14,8,57,0,0,1
"SANDRA MILENA QUINTERO FIGUEREDO","POC",1,2,0,4,26,6,1,1,0,1,3,0,0,2,6,0,1,2,1,9,1,3,9,1,1,2,0,9,62,13,13,1,0,1
"MARILYN PATRICIA GOMEZ AGUDELO","POC",1,21,1,9,73,39,11,2,3,2,6,11,1,27,19,2,0,11,2,23,10,5,6,1,1,5,1,93,36,6,28,2,3,2
"WILLIAM ALBERTO RODRIGUEZ CABAL","POC",0,637,12,328,554,1459,99,308,13,21,1473,100,1517,82,231,2,0,81,257,575,37,258,118,91,35,196,1,426,310,359,18223,1,6,15
"OCTAVIO CARDENAS PIMIENTO","POC",0,31,0,19,76,20,4,2,0,1,4,45,1,95,47,0,0,5,2,20,4,5,7,0,2,2,1,23,26,7,18,0,0,0
"CENI JAIDITH SUAZA CAMACHO","POC",0,29,0,20,54,71,2,2,0,1,42,41,0,12,8,0,0,1,4,26,3,15,4,2,3,1,3,34,7,2,27,1,0,20
"RICARDO HERRERA CORREA","POC",0,100,9,70,167,57,69,27,17,8,19,51,1,57,57,1,1,61,9,85,25,459,165,10,12,26,2,631,92,181,90,0,2,2
"BELEN MARIA GALLOR VILLA","POC",0,17,0,17,43,82,9,7,0,1,3,10,4,7,9,0,1,5,1,16,1,27,4,3,4,8,1,25,14,3,22,0,0,3
"MARIA TERESA ARANDA SERRANO","POC",0,14,0,5,90,21,2,5,0,1,0,1,0,1,8,0,0,11,1,5,3,3,2,0,0,1,0,16,3,4,9,0,0,10
"LUZ MARINA DIAZ DIAZ","POC",0,20,1,4,26,4,3,1,1,3,2,2,2,16,3,0,0,1,0,0,0,5,2,0,7,1,0,21,3,3,18,0,1,0
"WILFRIDO OROBIO HERNANDEZ","POC",0,13,1,6,44,91,2,1,0,0,25,2,3,1,18,0,0,1,7,6,1,13,3,0,0,1,0,3,16,10,21,0,0,1
"JULIO MIGUEL GUERRA SOTTO","POC",0,852,34,326,717,1433,21,1033,7,1,5,293,7,1136,295,1,4,13,81,2160,38,1460,1276,0,12,41,5,289,38887,39,150,2,7,9
"ROBERTO BRICEÑO CHIRIVI","POC",0,16,0,13,252,35,2,8,0,8,0,8,1,14,20,0,0,0,1,47,27,18,13,0,1,3,0,21,318,2,29,0,0,0
"SOLO LISTA PARTIDO CONSERVADOR COLOMBIANO","CONSERVADORES",63,23328,290,16030,7573,8100,5359,5406,1433,365,4023,3007,2504,8153,7752,76,460,5657,2990,4705,1218,8407,8037,2029,817,5077,208,4571,2809,6447,13399,51,46,447
"JOSE DARIO SALAZAR CRUZ","CONSERVADORES",144,3569,39,608,2503,2042,690,170,232,61,12702,347,319,1643,2395,160,18,417,241,697,469,1659,1580,855,139,749,11,2746,605,596,2843,3,38,48
"JORGE HERNANDO PEDRAZA GUTIERREZ","CONSERVADORES",68,675,156,8395,5349,582,26734,289,177,457,201,1249,224,428,9536,7,61,754,767,1606,213,504,1919,100,483,244,10,1677,183,371,882,3,34,47
"LUIS EMILIO SIERRA GRAJALES","CONSERVADORES",51,1043,105,1982,3564,1851,1102,24468,55,44,590,79,253,403,1371,35,283,184,72,762,321,593,632,259,260,3846,12,374,584,884,9225,14,20,92
"JUAN DE JESUS CORDOBA SUAREZ","CONSERVADORES",51,1648,93,1121,3109,208,21093,279,18,131,53,272,179,91,2257,48,29,93,56,832,432,1304,882,1547,40,50,0,1120,113,696,517,21,9,30
"CARLOS EMIRO BARRIGA PEÑARANDA","CONSERVADORES",50,2665,128,938,3293,1805,934,316,273,593,669,1020,163,540,1805,29,4,163,299,319,210,232,16272,39,87,162,6,1849,563,1061,2268,12,12,255
"MYRIAM ALICIA PAREDES AGUIRRE","CONSERVADORES",36,1460,25,283,1347,322,248,80,207,56,1532,177,74,1321,401,2,18,777,365,202,102,51717,554,4195,99,121,7,1372,266,185,2178,5,52,60
"CARLOS EDUARDO ENRIQUEZ MAYA","CONSERVADORES",31,937,54,1659,1173,728,196,157,11,33,423,1053,68,152,2379,0,109,147,398,927,920,46181,329,490,69,181,8,6852,186,224,705,1,354,14
"ROBERTO VICTOR GERLEIN ECHEVERRIA","CONSERVADORES",26,1719,66,88371,4333,6106,959,442,84,57,340,1466,169,783,1467,2,45,295,3743,6077,193,699,2445,231,137,405,26,1117,2907,656,1394,13,28,203
"NORA MARIA GARCIA BURGOS","CONSERVADORES",25,4888,9,1460,2198,1038,326,203,83,24,181,268,1477,53161,1878,13,5,198,866,861,106,295,239,422,57,112,422,2599,10524,850,1065,14,8,172
"AMPARO SANCHEZ LONDOÑO","CONSERVADORES",25,896,29,80,632,881,193,17021,59,85,69,262,1109,157,288,0,11,86,382,67,31,1140,489,172,432,2403,13,72,195,365,453,3,1,49
"JUAN DIEGO GOMEZ JIMENEZ","CONSERVADORES",15,42457,56,696,1796,299,807,143,168,34,128,370,686,224,1559,4,692,598,599,413,91,1599,202,215,181,1398,2,645,85,218,1030,47,33,144
"HERNAN FRANCISCO ANDRADE SERRANO","CONSERVADORES",14,2031,310,1022,3798,196,1434,982,1620,28,1850,140,2626,268,9105,117,43,19863,2722,2254,2803,275,367,605,77,107,0,397,87,10437,1970,10,22,39
"EFRAIN JOSE CEPEDA SARABIA","CONSERVADORES",13,765,112,39041,5854,4140,1081,300,102,35,204,5581,174,3259,1209,6,18,941,4311,12197,221,213,630,477,103,307,10,1359,6476,6319,3021,9,17,83
"JUAN MANUEL CORZO ROMAN","CONSERVADORES",12,7286,522,361,2534,523,732,664,31,14,118,867,1876,110,695,24,11,226,422,427,111,476,32720,105,724,86,61,403,79,829,2757,1,20,350
"NIDIA MARCELA OSORIO SALGADO","CONSERVADORES",7,63356,12,2896,792,420,83,119,11,5,1608,2135,586,226,211,19,0,50,213,306,43,60,7022,70,304,197,9,182,90,92,185,5,3,73
"JUAN MARIO LASERNA JARAMILLO","CONSERVADORES",7,351,88,63,2644,81,407,111,348,15,25,29,22,407,451,2,1,66,895,79,28,62,93,302,338,51,2,1649,195,15270,368,3,0,350
"OLGA LUCIA SUAREZ MIRA","CONSERVADORES",6,53122,66,1728,1101,389,122,159,20,42,216,1007,3685,1875,289,18,20,138,596,654,103,314,180,32,118,493,31,325,454,204,2885,2,3,38
"ANGELA MERCEDES OSPINA DE NICHOLLS","CONSERVADORES",6,1783,32,753,2024,451,862,652,129,61,264,336,167,438,1271,4,27,316,147,434,143,612,681,223,563,587,13,402,303,555,960,7,5,33
"JAVIER MAURICIO DELGADO MARTINEZ","CONSERVADORES",5,2324,44,321,707,77,90,132,210,70,1050,503,1038,89,207,3,27,3991,585,102,98,535,442,94,583,1697,14,717,46,684,66427,2,13,60
"CARLOS RAMIRO CHAVARRO CUELLAR","CONSERVADORES",5,224,3,545,1627,169,335,97,2423,93,98,323,287,46,2286,15,3,23294,1966,144,139,202,486,577,126,80,4,2149,46,4409,137,13,1,94
"JOSE IVAN CLAVIJO CONTRERAS","CONSERVADORES",4,166,462,490,797,557,142,14,11,25,61,613,12,44,159,2,0,32,39,316,31,1292,15937,27,35,24,28,489,88,54,285,0,3,25
"ELIAN RIOS GARCIA","CONSERVADORES",4,166,5,142,284,69,38,37,7,5,20,68,8,42,843,0,3,36,30,50,18,45,41,8,4,32,0,709,14,67,94,5,0,3
"JUAN SAMY MERHEG MARUN","CONSERVADORES",4,533,132,427,698,170,254,470,38,45,288,134,141,150,308,0,2,213,122,232,300,8724,118,25,3084,22506,8,171,104,11151,7224,0,14,104
